n:77 mse_avg:8.62 mse_y:12.25 mse_u:1.27 mse_v:1.49 psnr_avg:38.77 psnr_y:37.25 psnr_u:47.10 psnr_v:46.40 
n:78 mse_avg:8.63 mse_y:12.25 mse_u:1.27 mse_v:1.49 psnr_avg:38.77 psnr_y:37.25 psnr_u:47.11 psnr_v:46.41 
n:79 mse_avg:8.65 mse_y:12.29 mse_u:1.26 mse_v:1.49 psnr_avg:38.76 psnr_y:37.24 psnr_u:47.13 psnr_v:46.39 
n:80 mse_avg:8.74 mse_y:12.41 mse_u:1.27 mse_v:1.51 psnr_avg:38.72 psnr_y:37.19 psnr_u:47.08 psnr_v:46.35 
n:81 mse_avg:8.94 mse_y:12.72 mse_u:1.23 mse_v:1.50 psnr_avg:38.62 psnr_y:37.09 psnr_u:47.25 psnr_v:46.38 
n:82 mse_avg:8.94 mse_y:12.74 mse_u:1.23 mse_v:1.50 psnr_avg:38.62 psnr_y:37.08 psnr_u:47.25 psnr_v:46.37 
n:83 mse_avg:8.96 mse_y:12.76 mse_u:1.23 mse_v:1.50 psnr_avg:38.61 psnr_y:37.07 psnr_u:47.23 psnr_v:46.37 
n:84 mse_avg:9.03 mse_y:12.86 mse_u:1.23 mse_v:1.51 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.25 psnr_v:46.34 
n:85 mse_avg:9.03 mse_y:12.86 mse_u:1.23 mse_v:1.50 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.22 psnr_v:46.37 
n:86 mse_avg:9.02 mse_y:12.85 mse_u:1.22 mse_v:1.48 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.28 psnr_v:46.42 
n:87 mse_avg:9.06 mse_y:12.91 mse_u:1.20 mse_v:1.51 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.33 psnr_v:46.34 
n:88 mse_avg:9.06 mse_y:12.91 mse_u:1.20 mse_v:1.51 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.33 psnr_v:46.34 
n:89 mse_avg:9.06 mse_y:12.91 mse_u:1.20 mse_v:1.50 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.33 psnr_v:46.36 
n:90 mse_avg:9.06 mse_y:12.92 mse_u:1.20 mse_v:1.50 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.34 psnr_v:46.37 
n:91 mse_avg:9.06 mse_y:12.92 mse_u:1.19 mse_v:1.49 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.37 psnr_v:46.39 
n:92 mse_avg:9.06 mse_y:12.92 mse_u:1.19 mse_v:1.49 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.39 psnr_v:46.40 
n:93 mse_avg:9.07 mse_y:12.93 mse_u:1.19 mse_v:1.49 psnr_avg:38.56 psnr_y:37.01 psnr_u:47.39 psnr_v:46.40 
n:94 mse_avg:9.06 mse_y:12.92 mse_u:1.19 mse_v:1.49 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.39 psnr_v:46.40 
n:95 mse_avg:9.07 mse_y:12.93 mse_u:1.19 mse_v:1.49 psnr_avg:38.56 psnr_y:37.01 psnr_u:47.39 psnr_v:46.40 
n:96 mse_avg:9.06 mse_y:12.92 mse_u:1.19 mse_v:1.49 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.39 psnr_v:46.40 
n:97 mse_avg:9.06 mse_y:12.93 mse_u:1.19 mse_v:1.49 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.39 psnr_v:46.40 
n:98 mse_avg:9.05 mse_y:12.91 mse_u:1.18 mse_v:1.48 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.40 psnr_v:46.42 
n:99 mse_avg:9.04 mse_y:12.90 mse_u:1.19 mse_v:1.49 psnr_avg:38.57 psnr_y:37.03 psnr_u:47.39 psnr_v:46.41 
n:100 mse_avg:9.05 mse_y:12.91 mse_u:1.19 mse_v:1.48 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.38 psnr_v:46.42 
n:101 mse_avg:8.69 mse_y:12.36 mse_u:1.20 mse_v:1.50 psnr_avg:38.74 psnr_y:37.21 psnr_u:47.34 psnr_v:46.36 
n:102 mse_avg:8.71 mse_y:12.39 mse_u:1.20 mse_v:1.50 psnr_avg:38.73 psnr_y:37.20 psnr_u:47.35 psnr_v:46.37 
n:103 mse_avg:8.71 mse_y:12.39 mse_u:1.19 mse_v:1.50 psnr_avg:38.73 psnr_y:37.20 psnr_u:47.36 psnr_v:46.38 
n:104 mse_avg:8.73 mse_y:12.43 mse_u:1.20 mse_v:1.50 psnr_avg:38.72 psnr_y:37.19 psnr_u:47.34 psnr_v:46.36 
n:105 mse_avg:8.82 mse_y:12.55 mse_u:1.22 mse_v:1.52 psnr_avg:38.67 psnr_y:37.14 psnr_u:47.28 psnr_v:46.32 
n:106 mse_avg:9.01 mse_y:12.83 mse_u:1.24 mse_v:1.51 psnr_avg:38.58 psnr_y:37.05 psnr_u:47.21 psnr_v:46.33 
n:107 mse_avg:9.03 mse_y:12.85 mse_u:1.24 mse_v:1.53 psnr_avg:38.57 psnr_y:37.04 psnr_u:47.21 psnr_v:46.29 
n:108 mse_avg:9.05 mse_y:12.89 mse_u:1.23 mse_v:1.53 psnr_avg:38.56 psnr_y:37.03 psnr_u:47.22 psnr_v:46.30 
n:109 mse_avg:9.10 mse_y:12.96 mse_u:1.22 mse_v:1.52 psnr_avg:38.54 psnr_y:37.00 psnr_u:47.27 psnr_v:46.32 
n:110 mse_avg:9.07 mse_y:12.93 mse_u:1.22 mse_v:1.52 psnr_avg:38.55 psnr_y:37.02 psnr_u:47.26 psnr_v:46.33 
n:111 mse_avg:9.08 mse_y:12.95 mse_u:1.21 mse_v:1.51 psnr_avg:38.55 psnr_y:37.01 psnr_u:47.31 psnr_v:46.35 
n:112 mse_avg:9.07 mse_y:12.92 mse_u:1.21 mse_v:1.51 psnr_avg:38.55 psnr_y:37.02 psnr_u:47.30 psnr_v:46.33 
n:113 mse_avg:9.08 mse_y:12.94 mse_u:1.20 mse_v:1.51 psnr_avg:38.55 psnr_y:37.01 psnr_u:47.33 psnr_v:46.35 
n:114 mse_avg:9.07 mse_y:12.93 mse_u:1.20 mse_v:1.51 psnr_avg:38.56 psnr_y:37.02 psnr_u:47.34 psnr_v:46.35 
n:115 mse_avg:9.05 mse_y:12.90 mse_u:1.20 mse_v:1.51 psnr_avg:38.56 psnr_y:37.03 psnr_u:47.34 psnr_v:46.35 
n:116 mse_avg:9.02 mse_y:12.85 mse_u:1.20 mse_v:1.51 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.33 psnr_v:46.33 
n:117 mse_avg:9.03 mse_y:12.86 mse_u:1.20 mse_v:1.51 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.33 psnr_v:46.33 
n:118 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.51 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.34 psnr_v:46.35 
n:119 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.51 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.34 psnr_v:46.35 
n:120 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.51 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.34 psnr_v:46.35 
n:121 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.50 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.35 psnr_v:46.37 
n:122 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.50 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.35 psnr_v:46.37 
n:123 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.50 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.35 psnr_v:46.37 
n:124 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.50 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.35 psnr_v:46.37 
n:125 mse_avg:9.02 mse_y:12.86 mse_u:1.20 mse_v:1.50 psnr_avg:38.58 psnr_y:37.04 psnr_u:47.35 psnr_v:46.37 
n:126 mse_avg:8.54 mse_y:12.12 mse_u:1.24 mse_v:1.49 psnr_avg:38.82 psnr_y:37.29 psnr_u:47.21 psnr_v:46.39 
n:127 mse_avg:8.57 mse_y:12.17 mse_u:1.23 mse_v:1.50 psnr_avg:38.80 psnr_y:37.28 psnr_u:47.22 psnr_v:46.38 
n:128 mse_avg:8.57 mse_y:12.17 mse_u:1.23 mse_v:1.49 psnr_avg:38.80 psnr_y:37.28 psnr_u:47.22 psnr_v:46.39 
n:129 mse_avg:8.57 mse_y:12.18 mse_u:1.23 mse_v:1.49 psnr_avg:38.80 psnr_y:37.28 psnr_u:47.23 psnr_v:46.39 
n:130 mse_avg:8.59 mse_y:12.21 mse_u:1.23 mse_v:1.50 psnr_avg:38.79 psnr_y:37.27 psnr_u:47.21 psnr_v:46.38 
n:131 mse_avg:8.68 mse_y:12.33 mse_u:1.25 mse_v:1.50 psnr_avg:38.75 psnr_y:37.22 psnr_u:47.18 psnr_v:46.37 
n:132 mse_avg:8.88 mse_y:12.63 mse_u:1.25 mse_v:1.51 psnr_avg:38.65 psnr_y:37.12 psnr_u:47.16 psnr_v:46.35 
n:133 mse_avg:8.96 mse_y:12.73 mse_u:1.27 mse_v:1.54 psnr_avg:38.61 psnr_y:37.08 psnr_u:47.10 psnr_v:46.26 
n:134 mse_avg:5.46 mse_y:7.71 mse_u:0.93 mse_v:1.00 psnr_avg:40.76 psnr_y:39.26 psnr_u:48.44 psnr_v:48.14 
n:135 mse_avg:5.46 mse_y:7.71 mse_u:0.93 mse_v:0.99 psnr_avg:40.76 psnr_y:39.26 psnr_u:48.46 psnr_v:48.19 
n:136 mse_avg:5.45 mse_y:7.70 mse_u:0.91 mse_v:0.97 psnr_avg:40.77 psnr_y:39.27 psnr_u:48.54 psnr_v:48.28 
n:137 mse_avg:5.44 mse_y:7.69 mse_u:0.91 mse_v:0.97 psnr_avg:40.77 psnr_y:39.27 psnr_u:48.54 psnr_v:48.28 
n:138 mse_avg:5.45 mse_y:7.72 mse_u:0.87 mse_v:0.94 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.72 psnr_v:48.41 
n:139 mse_avg:5.42 mse_y:7.68 mse_u:0.87 mse_v:0.93 psnr_avg:40.79 psnr_y:39.28 psnr_u:48.76 psnr_v:48.43 
n:140 mse_avg:5.42 mse_y:7.67 mse_u:0.87 mse_v:0.93 psnr_avg:40.79 psnr_y:39.28 psnr_u:48.76 psnr_v:48.43 
n:141 mse_avg:5.43 mse_y:7.70 mse_u:0.87 mse_v:0.93 psnr_avg:40.78 psnr_y:39.27 psnr_u:48.72 psnr_v:48.43 
n:142 mse_avg:5.44 mse_y:7.70 mse_u:0.88 mse_v:0.94 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.67 psnr_v:48.39 
n:143 mse_avg:5.44 mse_y:7.71 mse_u:0.89 mse_v:0.94 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.65 psnr_v:48.38 
n:144 mse_avg:5.45 mse_y:7.71 mse_u:0.89 mse_v:0.95 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.65 psnr_v:48.37 
n:145 mse_avg:5.45 mse_y:7.71 mse_u:0.89 mse_v:0.95 psnr_avg:40.77 psnr_y:39.26 psnr_u:48.63 psnr_v:48.36 
